SMILES,nHBDon,ALogP,nRotB,nAtomLC,XLogP,MLogP,nB,LipinskiFailures,AMR,nAtom,nAtomP,ALogp2,naAromAtom,nAromBond,nAtomLAC
InChI%3D1S%2FC8H14O3%2Fc1-4-10-5-6-11-8%289%297%282%293%2Fh2%2C4-6H2%2C1%2C3H3,0.0,1.28460001945496,6.0,11.0,0.947000026702881,2.00999999046326,10.0,0.0,41.7549018859863,25.0,5.0,1.65019714832306,0.0,0.0,3.0
InChI%3D1S%2FC10H15BrO%2Fc1-9%282%296-4-5-10%289%2C3%298%2812%297%286%2911%2Fh6-7H%2C4-5H2%2C1-3H3,0.0,1.66620004177094,0.0,0.0,2.53099989891052,2.33999991416931,13.0,0.0,51.1352005004883,27.0,1.0,2.77622246742249,0.0,0.0,0.0
InChI%3D1S%2FC6H11BrO%2Fc7-5-6-3-1-2-4-8-6%2Fh6H%2C1-5H2,0.0,-0.156499996781349,1.0,1.0,2.0239999294281,1.89999997615814,8.0,0.0,31.7752990722656,19.0,0.0,0.0244922507554293,0.0,0.0,0.0
InChI%3D1S%2FC2H8N2%2Fc1-4%282%293%2Fh3H2%2C1-2H3,1.0,-0.377700001001358,0.0,4.0,-1.38499999046326,1.46000003814697,3.0,0.0,19.5755004882812,12.0,2.0,0.142657294869423,0.0,0.0,0.0
InChI%3D1S%2FC10H10O%2Fc1-3-10%282%2C11%299-7-5-4-6-8-9%2Fh1%2C4-8%2C11H%2C2H3,1.0,1.66700005531311,1.0,5.0,1.24000000953674,2.45000004768372,11.0,0.0,48.0999984741211,21.0,6.0,2.77888894081116,6.0,6.0,4.0
InChI%3D1S%2FC12H22O4%2Fc1-3-5-9-15-11%2813%297-8-12%2814%2916-10-6-4-2%2Fh3-10H2%2C1-2H3,0.0,-1.13880002498627,11.0,16.0,2.63199996948242,2.33999991416931,15.0,1.0,54.5499992370605,38.0,3.0,1.29686546325684,0.0,0.0,4.0
InChI%3D1S%2FC13H10O2%2Fc14-10-11-6-8-13%289-7-11%2915-12-4-2-1-3-5-12%2Fh1-10H,0.0,1.37109994888306,3.0,2.0,1.56599998474121,2.67000007629395,16.0,0.0,67.2599029541016,25.0,15.0,1.87991523742676,12.0,12.0,0.0
InChI%3D1S%2FC9H18O2%2Fc1-2-3-4-5-6-7-8-9%2810%2911%2Fh2-8H2%2C1H3%2C%28H%2C10%2C11%29,1.0,-1.88170003890991,7.0,11.0,3.58699989318848,2.23000001907349,10.0,0.0,35.1367988586426,29.0,3.0,3.54079484939575,0.0,0.0,9.0
InChI%3D1S%2FC5H12N2%2Fc1-5-4-6-2-3-7-5%2Fh5-7H%2C2-4H2%2C1H3,2.0,-0.80510002374649,0.0,0.0,-0.312000006437302,1.78999996185303,7.0,0.0,30.0331993103027,19.0,0.0,0.648186028003693,0.0,0.0,0.0
InChI%3D1S%2FC7H8O2%2Fc1-9-7-4-2-6%288%293-5-7%2Fh2-5%2C8H%2C1H3,1.0,0.341699987649918,1.0,2.0,0.975000023841858,2.00999999046326,9.0,0.0,39.2047996520996,17.0,8.0,0.116758890450001,6.0,6.0,0.0
InChI%3D1S%2FC13H11NO%2Fc15-11-14%2812-7-3-1-4-8-12%2913-9-5-2-6-10-13%2Fh1-11H,0.0,1.20949995517731,3.0,3.0,1.40799999237061,2.67000007629395,16.0,0.0,69.3609008789062,26.0,15.0,1.46289026737213,12.0,12.0,0.0
InChI%3D1S%2FC6H13NO2%2Fc8-4-1-7-2-5-9-6-3-7%2Fh8H%2C1-6H2,1.0,-0.531599998474121,2.0,3.0,-1.0460000038147,1.78999996185303,9.0,0.0,35.3549003601074,22.0,0.0,0.282598555088043,0.0,0.0,2.0
InChI%3D1S%2FC4H11N%2Fc1-3-5-4-2%2Fh5H%2C3-4H2%2C1-2H3,1.0,0.284999996423721,2.0,5.0,0.670000016689301,1.78999996185303,4.0,0.0,23.2810001373291,16.0,0.0,0.0812250003218651,0.0,0.0,2.0
InChI%3D1S%2FC3H7ClO%2Fc1-3%285%292-4%2Fh3%2C5H%2C2H2%2C1H3,1.0,0.296499997377396,1.0,5.0,0.726000010967255,1.57000005245209,4.0,0.0,22.1889991760254,12.0,0.0,0.0879122465848923,0.0,0.0,3.0
InChI%3D1S%2FC11H13NO%2Fc1-12%282%2911-7-5-10%286-8-11%294-3-9-13%2Fh3-9H%2C1-2H3%2Fb4-3-,0.0,1.14750003814697,3.0,4.0,1.44700002670288,2.45000004768372,13.0,0.0,59.8922004699707,26.0,11.0,1.31675624847412,6.0,6.0,3.0
InChI%3D1S%2FC9H17N%2Fc1-2-3-4-5-6-7-8-9-10%2Fh2-8H2%2C1H3,0.0,-1.60720002651215,6.0,10.0,3.69799995422363,2.33999991416931,9.0,0.0,34.1161003112793,27.0,1.0,2.58309173583984,0.0,0.0,9.0
InChI%3D1S%2FC6H10Cl2%2Fc7-5-3-1-2-4-6%285%298%2Fh5-6H%2C1-4H2%2Ft5-%2C6%3F%2Fm1%2Fs1,0.0,0.235799998044968,0.0,0.0,2.71000003814697,1.89999997615814,8.0,0.0,29.6734008789062,18.0,0.0,0.055601641535759,0.0,0.0,0.0
InChI%3D1S%2FC8H9NO2%2Fc1-6%2810%299-7-2-4-8%2811%295-3-7%2Fh2-5%2C11H%2C1H3%2C%28H%2C9%2C10%29,2.0,0.321799993515015,1.0,4.0,0.61599999666214,2.00999999046326,11.0,0.0,45.7897987365723,20.0,10.0,0.103555239737034,6.0,6.0,2.0
InChI%3D1S%2FC5H10Cl2%2Fc6-4-2-1-3-5-7%2Fh1-5H2,0.0,0.647800028324127,4.0,7.0,2.81399989128113,1.78999996185303,6.0,0.0,29.3903999328613,17.0,0.0,0.419644832611084,0.0,0.0,5.0
InChI%3D1S%2FC4H6Cl2%2Fc1-2-4%286%293-5%2Fh2%2C4H%2C1%2C3H2,0.0,2.15729999542236,2.0,6.0,2.02500009536743,1.67999994754791,5.0,0.0,29.4885005950928,12.0,2.0,4.65394306182861,0.0,0.0,4.0
InChI%3D1S%2FC5H4ClNO%2Fc6-4-1-2-5%288%297-3-4%2Fh1-3H%2C%28H%2C7%2C8%29,1.0,0.0399000011384487,0.0,0.0,0.455000013113022,1.67999994754791,8.0,0.0,33.0279006958008,12.0,7.0,0.00159201002679765,6.0,6.0,0.0
InChI%3D1S%2FC4H6O%2Fc1-2-3-4-5%2Fh1%2C5H%2C3-4H2,1.0,0.571799993515015,1.0,5.0,-0.0729999989271164,1.78999996185303,4.0,0.0,19.4927997589111,11.0,2.0,0.326955229043961,0.0,0.0,4.0
InChI%3D1S%2FC6H6ClN%2Fc1-5-3-2-4-6%287%298-5%2Fh2-4H%2C1H3,0.0,1.22809994220734,0.0,0.0,1.08599996566772,1.89999997615814,8.0,0.0,36.7667007446289,14.0,6.0,1.50822961330414,6.0,6.0,0.0
InChI%3D1S%2FC9H7N%2Fc1-2-6-9-8%284-1%295-3-7-10-9%2Fh1-7H,0.0,1.08790004253387,0.0,0.0,0.874000012874603,2.33999991416931,11.0,0.0,46.8578987121582,17.0,10.0,1.1835263967514,10.0,11.0,0.0
InChI%3D1S%2FC10H14O%2Fc1-10%282%2C3%298-4-6-9%2811%297-5-8%2Fh4-7%2C11H%2C1-3H3,1.0,2.20090007781982,1.0,4.0,2.71799993515015,2.45000004768372,11.0,0.0,50.4679985046387,25.0,7.0,4.84396076202393,6.0,6.0,3.0
InChI%3D1S%2FC6H12O3%2Fc1-3-8-4-5-9-6%282%297%2Fh3-5H2%2C1-2H3,0.0,0.140599995851517,5.0,9.0,0.474000006914139,1.78999996185303,8.0,0.0,32.7500991821289,21.0,3.0,0.0197683591395617,0.0,0.0,2.0
InChI%3D1S%2FC7H8N2O%2Fc8-6-4-2-1-3-5%286%297%289%2910%2Fh1-4H%2C8H2%2C%28H2%2C9%2C10%29,3.0,-0.0705000013113022,1.0,3.0,0.902999997138977,1.89999997615814,10.0,0.0,41.7619018554688,18.0,10.0,0.00497025018557906,6.0,6.0,0.0
InChI%3D1S%2FC11H17O3P%2Fc1-3-13-15%2812%2C14-4-2%2910-11-8-6-5-7-9-11%2Fh5-9H%2C3-4%2C10H2%2C1-2H3,0.0,1.49360001087189,6.0,9.0,1.45899999141693,2.23000001907349,15.0,0.0,63.6052017211914,32.0,6.0,2.23084092140198,6.0,6.0,2.0
InChI%3D1S%2FC6H14O%2Fc1-5%282%297-6%283%294%2Fh5-6H%2C1-4H3,0.0,0.657999992370605,5.0,13.0,0.270999997854233,1.35000002384186,12.0,0.0,48.0792007446289,25.0,6.0,0.432963997125626,0.0,0.0,3.0
InChI%3D1S%2FC7H7NO2.ClH%2Fc9-7%2810%296-8-4-2-1-3-5-8%3B%2Fh1-5H%2C6H2%3B1H,1.0,-2.56329989433289,2.0,4.0,0.781000018119812,1.78999996185303,10.0,0.0,9.5034999847412,20.0,3.0,6.57050704956055,0.0,6.0,2.0
InChI%3D1S%2FC3H6Cl2%2Fc4-2-1-3-5%2Fh1-3H2,0.0,1.22379994392395,2.0,5.0,2.09800004959106,1.57000005245209,4.0,0.0,23.5671997070312,11.0,0.0,1.4976863861084,0.0,0.0,3.0
InChI%3D1S%2FC6H5NO3%2Fc8-6-4-2-1-3-5%286%297%289%2910%2Fh1-4%2C8H,1.0,-0.506900012493134,1.0,2.0,2.57800006866455,1.67999994754791,10.0,0.0,5.45039987564087,15.0,10.0,0.256947606801987,6.0,6.0,0.0
InChI%3D1S%2FC7H14O%2Fc1-3-4-5-6-7%282%298%2Fh3-6H2%2C1-2H3,0.0,-1.03180003166199,4.0,8.0,2.14499998092651,2.11999988555908,7.0,0.0,29.9531002044678,22.0,1.0,1.06461119651794,0.0,0.0,7.0
InChI%3D1S%2FC6H4Cl2%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4H,0.0,2.14079999923706,0.0,0.0,1.97000002861023,1.89999997615814,8.0,0.0,40.3881988525391,12.0,6.0,4.58302450180054,6.0,6.0,0.0
InChI%3D1S%2FC4H10O%2Fc1-2-3-4-5%2Fh5H%2C2-4H2%2C1H3,1.0,-0.973399996757507,2.0,5.0,0.851000010967255,1.78999996185303,4.0,0.0,18.9986991882324,15.0,0.0,0.947507560253143,0.0,0.0,4.0
InChI%3D1S%2FC7H6O3%2Fc8-4-5-1-2-6%289%293-7%285%2910%2Fh1-4%2C9-10H,2.0,-0.110799998044968,1.0,2.0,0.697000026702881,1.89999997615814,10.0,0.0,39.2406005859375,16.0,10.0,0.0122766401618719,6.0,6.0,0.0
InChI%3D1S%2FC5H10O%2Fc1-3-5%286%294-2%2Fh3-4H2%2C1-2H3,0.0,-0.0916000008583069,2.0,6.0,0.690999984741211,1.89999997615814,5.0,0.0,26.2418003082275,16.0,1.0,0.00839055981487036,0.0,0.0,5.0
InChI%3D1S%2FC9H16ClNO2%2Fc10-6-7-13-9%2812%2911-8-4-2-1-3-5-8%2Fh8H%2C1-7H2%2C%28H%2C11%2C12%29,1.0,-0.365799993276596,4.0,7.0,2.95799994468689,2.00999999046326,13.0,0.0,42.7302017211914,29.0,4.0,0.133809641003609,0.0,0.0,2.0
InChI%3D1S%2FC7H5FO%2Fc8-7-4-2-1-3-6%287%295-9%2Fh1-5H,0.0,0.92519998550415,1.0,2.0,0.757000029087067,2.00999999046326,9.0,0.0,36.157398223877,14.0,8.0,0.855995059013367,6.0,6.0,0.0
InChI%3D1S%2FC16H27N%2Fc1-2-3-4-5-6-7-8-9-10-15-11-13-16%2817%2914-12-15%2Fh11-14H%2C2-10%2C17H2%2C1H3,1.0,-2.17919993400574,9.0,10.0,5.94299983978271,3.10999989509583,17.0,1.0,67.342399597168,44.0,7.0,4.7489128112793,6.0,6.0,10.0
InChI%3D1S%2FC7H12O2%2Fc1-5%282%297%288%299-6%283%294%2Fh6H%2C1H2%2C2-4H3,0.0,1.11500000953674,3.0,9.0,1.59700000286102,2.00999999046326,8.0,0.0,35.9161987304688,21.0,5.0,1.24322497844696,0.0,0.0,3.0
InChI%3D1S%2FC8H10%2Fc1-7-5-3-4-6-8%287%292%2Fh3-6H%2C1-2H3,0.0,2.29620003700256,0.0,0.0,2.8659999370575,2.33999991416931,8.0,0.0,39.5197982788086,18.0,6.0,5.27253437042236,6.0,6.0,0.0
InChI%3D1S%2FC9H11N%2Fc1-2-8-10-9-6-4-3-5-7-9%2Fh2-7%2C10H%2C1%2C8H2,1.0,1.25530004501343,3.0,4.0,1.61300003528595,2.33999991416931,10.0,0.0,48.4429016113281,21.0,7.0,1.57577812671661,6.0,6.0,3.0
InChI%3D1S%2FC11H15NO3%2Fc1-8%282%2914-9-6-4-5-7-10%289%2915-11%2813%2912-3%2Fh4-8H%2C1-3H3%2C%28H%2C12%2C13%29,1.0,0.643100023269653,4.0,5.0,2.27300000190735,2.23000001907349,15.0,0.0,61.6697998046875,30.0,11.0,0.413577616214752,6.0,6.0,0.0
InChI%3D1S%2FC9H18O%2Fc1-3-4-5-6-7-8-9%282%2910%2Fh3-8H2%2C1-2H3,0.0,-1.60780000686646,6.0,10.0,3.28299999237061,2.33999991416931,9.0,0.0,35.7762985229492,28.0,1.0,2.58502078056335,0.0,0.0,9.0
InChI%3D1S%2FC7H8FN%2Fc1-9-7-4-2-6%288%293-5-7%2Fh2-5%2C9H%2C1H3,1.0,0.54830002784729,1.0,2.0,0.902999997138977,2.00999999046326,9.0,0.0,39.4080009460449,17.0,7.0,0.300632894039154,6.0,6.0,0.0
InChI%3D1S%2FC8H18O%2Fc1-2-3-4-5-6-7-8-9%2Fh9H%2C2-8H2%2C1H3,1.0,-2.12540006637573,6.0,9.0,3.12700009346008,2.23000001907349,8.0,0.0,30.6450996398926,27.0,0.0,4.51732492446899,0.0,0.0,8.0
InChI%3D1S%2FC8H4F3N%2Fc9-8%2810%2C11%297-4-2-1-3-6%287%295-12%2Fh1-4H,0.0,2.14499998092651,1.0,3.0,1.75899994373322,1.89999997615814,12.0,0.0,41.1487998962402,16.0,8.0,4.60102510452271,6.0,6.0,0.0
InChI%3D1S%2FC10H14%2Fc1-3-9-6-5-7-10%284-2%298-9%2Fh5-8H%2C3-4H2%2C1-2H3,0.0,1.62600004673004,2.0,2.0,3.79399991035461,2.55999994277954,10.0,0.0,49.2165985107422,24.0,6.0,2.64387607574463,6.0,6.0,2.0
InChI%3D1S%2FC6H3Cl3%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3H,0.0,2.50950002670288,0.0,0.0,2.54699993133545,1.78999996185303,9.0,0.0,45.1044006347656,12.0,6.0,6.2975902557373,6.0,6.0,0.0
InChI%3D1S%2FC10H15N%2Fc1-3-11%284-2%2910-8-6-5-7-9-10%2Fh5-9H%2C3-4H2%2C1-2H3,0.0,1.67519998550415,3.0,5.0,2.40700006484985,2.45000004768372,11.0,0.0,53.1624984741211,26.0,7.0,2.80629515647888,6.0,6.0,2.0
InChI%3D1S%2FC7H9N%2Fc1-8-7-5-3-2-4-6-7%2Fh2-6%2C8H%2C1H3,1.0,0.638499975204468,1.0,2.0,0.998000025749207,2.11999988555908,8.0,0.0,39.280200958252,17.0,7.0,0.407682240009308,6.0,6.0,0.0
InChI%3D1S%2FC5H8O2%2Fc1-4%286%293-5%282%297%2Fh3H2%2C1-2H3,0.0,-0.47299998998642,2.0,7.0,0.231000006198883,1.78999996185303,6.0,0.0,26.0900001525879,15.0,1.0,0.223728999495506,0.0,0.0,5.0
InChI%3D1S%2FC6H6N2O2%2Fc7-5-1-3-6%284-2-5%298%289%2910%2Fh1-4H%2C7H2,1.0,-0.796500027179718,1.0,2.0,1.65299999713898,1.67999994754791,10.0,0.0,7.10790014266968,16.0,10.0,0.634412229061127,6.0,6.0,0.0
InChI%3D1S%2FC6H15N%2Fc1-2-3-4-5-6-7%2Fh2-7H2%2C1H3,1.0,-1.83899998664856,4.0,7.0,1.92200005054474,2.00999999046326,6.0,0.0,26.4794006347656,22.0,0.0,3.38192105293274,0.0,0.0,6.0
InChI%3D1S%2FC20H30O2%2Fc1-5-18%282%2912-9-15-14%2813-18%297-8-16-19%2815%2C3%2910-6-11-20%2816%2C4%2917%2821%2922%2Fh5%2C7%2C15-16H%2C1%2C6%2C8-13H2%2C2-4H3%2C%28H%2C21%2C22%29%2Ft15-%2C16%2B%2C18-%2C19%2B%2C20%2B%2Fm0%2Fs1,1.0,1.96809995174408,2.0,2.0,6.31599998474121,3.44000005722046,24.0,1.0,89.8181991577148,52.0,3.0,3.8734176158905,0.0,0.0,2.0
InChI%3D1S%2FC6H2Cl4O2%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh11-12H,2.0,1.75199997425079,0.0,0.0,3.39100003242493,1.46000003814697,12.0,0.0,53.0316009521484,14.0,8.0,3.06950402259827,6.0,6.0,0.0
InChI%3D1S%2FC13H22N.ClH%2Fc1-4-14%285-2%2C6-3%2912-13-10-8-7-9-11-13%3B%2Fh7-11H%2C4-6%2C12H2%2C1-3H3%3B1H%2Fq%2B1%3B%2Fp-1,0.0,,5.0,8.0,4.56099987030029,2.67000007629395,14.0,0.0,,37.0,6.0,,6.0,6.0,2.0
InChI%3D1S%2FC7H10%2Fc1-2-7-4-3-6%281%295-7%2Fh1-2%2C6-7H%2C3-5H2,0.0,0.429199993610382,0.0,0.0,2.99699997901917,2.23000001907349,8.0,0.0,29.6931991577148,17.0,2.0,0.184212639927864,0.0,0.0,0.0
InChI%3D1S%2FC6H14S%2Fc1-3-5-7-6-4-2%2Fh3-6H2%2C1-2H3,0.0,0.140400007367134,4.0,7.0,2.74300003051758,2.00999999046326,6.0,0.0,34.8385009765625,21.0,0.0,0.0197121594101191,0.0,0.0,3.0
InChI%3D1S%2FC3H6O2%2Fc1-3%284%295-2%2Fh1-2H3,0.0,0.0210999995470047,1.0,5.0,0.24099999666214,1.57000005245209,4.0,0.0,17.4127998352051,11.0,3.0,0.000445209996541962,0.0,0.0,0.0
InChI%3D1S%2FC9H12O%2Fc1-6-4-5-7%282%299%2810%298%286%293%2Fh4-5%2C10H%2C1-3H3,1.0,2.17950010299683,0.0,0.0,1.70000004768372,2.33999991416931,10.0,0.0,45.407299041748,22.0,7.0,4.75022029876709,6.0,6.0,0.0
InChI%3D1S%2FC5H8O%2Fc1-3-4-5%282%296%2Fh1%2C5-6H%2C4H2%2C2H3,1.0,0.367900013923645,1.0,6.0,0.386999994516373,1.89999997615814,5.0,0.0,24.4908008575439,14.0,2.0,0.135350406169891,0.0,0.0,5.0
InChI%3D1S%2FC5H10O%2Fc1-3-5%282%294-6%2Fh4-5H%2C3H2%2C1-2H3,0.0,-0.134299993515015,2.0,6.0,1.44900000095367,1.89999997615814,5.0,0.0,24.4582996368408,16.0,1.0,0.0180364903062582,0.0,0.0,4.0
InChI%3D1S%2FC7H6N2O3%2Fc8-7%2810%295-1-3-6%284-2-5%299%2811%2912%2Fh1-4H%2C%28H2%2C8%2C10%29,1.0,-0.681400001049042,2.0,3.0,1.19200003147125,1.67999994754791,12.0,0.0,10.3273000717163,18.0,12.0,0.464305967092514,6.0,6.0,0.0
InChI%3D1S%2FC8H11N%2Fc1-2-7-3-5-8%289%296-4-7%2Fh3-6H%2C2%2C9H2%2C1H3,1.0,0.317999988794327,1.0,2.0,1.39100003242493,2.23000001907349,9.0,0.0,43.6360015869141,20.0,7.0,0.101124003529549,6.0,6.0,2.0
InChI%3D1S%2FC6H12O%2Fc1-2-3-4-5-6-7%2Fh3-4%2C7H%2C2%2C5-6H2%2C1H3%2Fb4-3%2B,1.0,-0.505599975585938,3.0,7.0,1.47300004959106,2.00999999046326,6.0,0.0,29.3173007965088,19.0,2.0,0.255631357431412,0.0,0.0,6.0
InChI%3D1S%2FC11H16ClO2PS3%2Fc1-3-13-15%2816%2C14-4-2%2918-9-17-11-7-5-10%2812%296-8-11%2Fh5-8H%2C3-4%2C9H2%2C1-2H3,0.0,3.98539996147156,8.0,11.0,4.23000001907349,1.89999997615814,18.0,0.0,92.4509963989258,34.0,6.0,15.8834133148193,6.0,6.0,2.0
InChI%3D1S%2FC6H6O%2Fc7-6-4-2-1-3-5-6%2Fh1-5%2C7H,1.0,0.840300023555756,0.0,0.0,0.94599997997284,2.00999999046326,7.0,0.0,32.5612983703613,13.0,7.0,0.706104099750519,6.0,6.0,0.0
InChI%3D1S%2FC15H26O%2Fc1-6-15%285%2C16%2912-8-11-14%284%2910-7-9-13%282%293%2Fh6%2C9%2C11%2C16H%2C1%2C7-8%2C10%2C12H2%2C2-5H3%2Fb14-11%2B,1.0,3.7014000415802,7.0,16.0,4.28999996185303,3.0,15.0,0.0,73.6714019775391,42.0,2.0,13.7003622055054,0.0,0.0,12.0
InChI%3D1S%2FC12H11NO3S%2Fc14-17%2815%2C16%2912-7-4-8-13%2810-12%299-11-5-2-1-3-6-11%2Fh1-8%2C10H%2C9H2,0.0,2.97769999504089,3.0,4.0,3.79500007629395,2.23000001907349,18.0,0.0,137.143600463867,33.0,6.0,8.86669731140137,6.0,6.0,0.0
InChI%3D1S%2FC6H10%2Fc1-5%282%296%283%294%2Fh1%2C3H2%2C2%2C4H3,0.0,2.30780005455017,1.0,6.0,2.74000000953674,2.11999988555908,5.0,0.0,28.8584003448486,16.0,4.0,5.32594060897827,0.0,0.0,4.0
InChI%3D1S%2FC4H5NO%2Fc1-4-2-6-3-5-4%2Fh2-3H%2C1H3,1.0,-0.556500017642975,0.0,0.0,0.0209999997168779,1.67999994754791,6.0,0.0,23.1618003845215,15.0,0.0,0.30969226360321,0.0,0.0,0.0
InChI%3D1S%2FC14H23NO4%2Fc1-16-7-5-6-15-10-11-8-12%2817-2%2914%2819-4%2913%289-11%2918-3%2Fh8-9%2C15H%2C5-7%2C10H2%2C1-4H3,1.0,-1.01339995861053,9.0,7.0,1.1710000038147,2.45000004768372,19.0,0.0,77.3302001953125,42.0,9.0,1.02697956562042,6.0,6.0,3.0
InChI%3D1S%2FC7H5NO3%2Fc9-5-6-1-3-7%284-2-6%298%2810%2911%2Fh1-5H,0.0,-0.238999992609024,2.0,2.0,2.33400011062622,1.78999996185303,11.0,0.0,9.17969989776611,16.0,11.0,0.0571210011839867,6.0,6.0,0.0
InChI%3D1S%2FC8H10%2Fc1-2-8-6-4-3-5-7-8%2Fh3-7H%2C2H2%2C1H3,0.0,1.51470005512238,1.0,2.0,2.93799996376038,2.33999991416931,8.0,0.0,40.0862007141113,18.0,6.0,2.2943160533905,6.0,6.0,2.0
InChI%3D1S%2FC6H12O%2Fc1-2-3-4-5-6-7%2Fh3-4%2C7H%2C2%2C5-6H2%2C1H3%2Fb4-3-,1.0,-0.505599975585938,3.0,7.0,1.47300004959106,2.00999999046326,6.0,0.0,29.3173007965088,19.0,2.0,0.255631357431412,0.0,0.0,6.0
InChI%3D1S%2FC6H12ClN.ClH%2Fc7-3-6-8-4-1-2-5-8%3B%2Fh1-6H2%3B1H,0.0,0.227899998426437,2.0,3.0,1.84599995613098,1.78999996185303,8.0,0.0,33.1856002807617,22.0,0.0,0.0519384108483791,0.0,0.0,2.0
InChI%3D1S%2FC3H9NO%2Fc1-3%285%292-4%2Fh3%2C5H%2C2%2C4H2%2C1H3,2.0,-1.19770002365112,1.0,5.0,-0.814999997615814,1.57000005245209,4.0,0.0,20.7954998016357,14.0,0.0,1.43448531627655,0.0,0.0,3.0
InChI%3D1S%2FC8H14%2Fc1-7%282%295-6-8%283%294%2Fh5-6H%2C1-4H3,0.0,3.11240005493164,1.0,8.0,3.12800002098083,2.33999991416931,7.0,0.0,40.2053985595703,22.0,4.0,9.68703365325928,0.0,0.0,6.0
InChI%3D1S%2FC6H4Cl2O2%2Fc7-3-1-5%289%296%2810%292-4%283%298%2Fh1-2%2C9-10H,2.0,1.01460003852844,0.0,0.0,2.23699998855591,1.67999994754791,10.0,0.0,43.5992012023926,14.0,8.0,1.02941310405731,6.0,6.0,0.0
InChI%3D1S%2FC9H13N%2Fc1-3-10-9-6-4-5-8%282%297-9%2Fh4-7%2C10H%2C3H2%2C1-2H3,1.0,1.33529996871948,2.0,3.0,1.81299996376038,2.33999991416931,10.0,0.0,47.8559989929199,23.0,7.0,1.78302609920502,6.0,6.0,2.0
InChI%3D1S%2FC14H26O4%2Fc1-3-17-13%2815%2911-9-7-5-6-8-10-12-14%2816%2918-4-2%2Fh3-12H2%2C1-2H3,0.0,-1.13520002365112,13.0,18.0,3.76999998092651,2.55999994277954,17.0,1.0,59.1324005126953,44.0,3.0,1.28867900371552,0.0,0.0,10.0
InChI%3D1S%2FC3H2N2%2Fc4-2-1-3-5%2Fh1H2,0.0,0.10419999808073,0.0,5.0,-0.657000005245209,1.57000005245209,4.0,0.0,16.9463996887207,7.0,2.0,0.0108576398342848,0.0,0.0,3.0
InChI%3D1S%2FC10H14O%2Fc11-10-8-2-6-1-7%284-8%295-9%2810%293-6%2Fh6-9H%2C1-5H2,0.0,-0.853399991989136,0.0,0.0,1.84200000762939,2.45000004768372,13.0,0.0,42.521800994873,25.0,2.0,0.728291571140289,0.0,0.0,0.0
InChI%3D1S%2FC6H4ClNO2%2Fc7-5-2-1-3-6%284-5%298%289%2910%2Fh1-4H,0.0,0.697700023651123,1.0,3.0,2.77900004386902,1.67999994754791,10.0,0.0,8.50139999389648,14.0,9.0,0.486785292625427,6.0,6.0,0.0
InChI%3D1S%2FC6H5ClN2O2%2Fc7-5-3-4%289%2810%2911%291-2-6%285%298%2Fh1-3H%2C8H2,1.0,-0.0522000007331371,1.0,2.0,1.74899995326996,1.57000005245209,11.0,0.0,12.72350025177,16.0,10.0,0.00272484007291496,6.0,6.0,0.0
InChI%3D1S%2FC2H5NO%2Fc1-2-3-4%2Fh2%2C4H%2C1H3,1.0,-0.140599995851517,0.0,4.0,0.577000021934509,1.46000003814697,3.0,0.0,15.2531995773315,9.0,3.0,0.0197683591395617,0.0,0.0,2.0
InChI%3D1S%2FC7H5ClO2%2Fc8-6-1-2-7%2810%295%283-6%294-9%2Fh1-4%2C10H,1.0,0.82099997997284,1.0,2.0,1.35500001907349,1.89999997615814,10.0,0.0,42.3512992858887,15.0,9.0,0.674040973186493,6.0,6.0,0.0
InChI%3D1S%2FC10H23N%2Fc1-2-3-4-5-6-7-8-9-10-11%2Fh2-11H2%2C1H3,1.0,-2.9909999370575,8.0,11.0,4.19799995422363,2.45000004768372,10.0,0.0,38.1258010864258,34.0,0.0,8.94608116149902,0.0,0.0,10.0
InChI%3D1S%2FC8H14O%2Fc1-3-5-6-7-8%289%294-2%2Fh2%2C8-9H%2C3%2C5-7H2%2C1H3,1.0,-0.846499979496002,4.0,9.0,2.35999989509583,2.23000001907349,8.0,0.0,31.2717990875244,23.0,2.0,0.716562271118164,0.0,0.0,8.0
InChI%3D1S%2FC13H29N%2Fc1-2-3-4-5-6-7-8-9-10-11-12-13-14%2Fh2-14H2%2C1H3,1.0,-3.85500001907349,11.0,14.0,5.90500020980835,2.77999997138977,13.0,2.0,46.8605995178223,43.0,0.0,14.8610248565674,0.0,0.0,13.0
InChI%3D1S%2FC12H9NO3%2Fc14-13%2815%2910-6-8-12%289-7-10%2916-11-4-2-1-3-5-11%2Fh1-9H,0.0,-0.200699999928474,3.0,3.0,4.78200006484985,2.33999991416931,17.0,0.0,4.5048999786377,25.0,16.0,0.0402804911136627,12.0,12.0,0.0
InChI%3D1S%2FC6H10O%2Fc1-4-6%283%2C7%295-2%2Fh1%2C7H%2C5H2%2C2-3H3,1.0,0.222499996423721,1.0,7.0,0.763000011444092,2.00999999046326,6.0,0.0,27.1746006011963,17.0,2.0,0.0495062507688999,0.0,0.0,5.0
InChI%3D1S%2FC4H11N%2Fc1-2-3-4-5%2Fh2-5H2%2C1H3,1.0,-1.26300001144409,2.0,5.0,0.783999979496002,1.78999996185303,4.0,0.0,20.6562004089355,16.0,0.0,1.59516894817352,0.0,0.0,4.0
